Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item_Code,Item,Year Code,Year Range,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,320,Guatemala,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,44.90,X,Figure from international organizations,
FS,Suite of Food Security Indicators,324,Guinea,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,324,Guinea,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,29.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,624,Guinea-Bissau,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,5.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,624,Guinea-Bissau,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,28.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,328,Guyana,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,6.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,328,Guyana,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,9.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,332,Haiti,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,332,Haiti,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,20.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,340,Honduras,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,1.90,X,Figure from international organizations,
FS,Suite of Food Security Indicators,340,Honduras,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,18.90,X,Figure from international organizations,
FS,Suite of Food Security Indicators,348,Hungary,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,348,Hungary,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,352,Iceland,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,352,Iceland,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,356,India,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,356,India,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,34.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,360,Indonesia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,360,Indonesia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,32.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,5.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,368,Iraq,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,368,Iraq,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,12.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,372,Ireland,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,372,Ireland,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,376,Israel,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,376,Israel,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,380,Italy,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,380,Italy,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,388,Jamaica,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,388,Jamaica,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,6.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,392,Japan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,392,Japan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,5.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,400,Jordan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,0.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,400,Jordan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,7.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,398,Kazakhstan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,398,Kazakhstan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,6.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,404,Kenya,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,404,Kenya,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,21.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,296,Kiribati,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,296,Kiribati,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,15.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,414,Kuwait,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,2.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,414,Kuwait,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,6.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,417,Kyrgyzstan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,417,Kyrgyzstan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,11.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,418,Lao People's Democratic Republic,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,418,Lao People's Democratic Republic,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,30.90,X,Figure from international organizations,
FS,Suite of Food Security Indicators,428,Latvia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,428,Latvia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,2.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,422,Lebanon,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,422,Lebanon,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,8.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,426,Lesotho,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,426,Lesotho,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,32.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,430,Liberia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,3.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,430,Liberia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,29.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,434,Libya,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,434,Libya,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,47.90,X,Figure from international organizations,
FS,Suite of Food Security Indicators,440,Lithuania,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,440,Lithuania,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,4.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,442,Luxembourg,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,442,Luxembourg,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,450,Madagascar,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,450,Madagascar,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,41.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,454,Malawi,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,3.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,454,Malawi,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,36.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,458,Malaysia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,9.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,458,Malaysia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,21.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,462,Maldives,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,462,Maldives,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,14.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,466,Mali,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,13.00,X,Figure from international organizations,This estimate has been adjusted because the original estimate did not cover the full age range or the data source was only representative of rural areas.
FS,Suite of Food Security Indicators,466,Mali,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,25.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,470,Malta,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,470,Malta,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,584,Marshall Islands,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,584,Marshall Islands,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,32.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,478,Mauritania,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,11.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,478,Mauritania,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,23.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,480,Mauritius,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,480,Mauritius,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,8.90,X,Figure from international organizations,"Most recent input data are from before 2000, interpret with caution"
FS,Suite of Food Security Indicators,484,Mexico,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,1.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,484,Mexico,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,12.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,583,Micronesia (Federated States of),6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,583,Micronesia (Federated States of),6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,496,Mongolia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,496,Mongolia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,7.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,499,Montenegro,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,499,Montenegro,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,8.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,504,Morocco,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,2.30,X,Figure from international organizations,This estimate has been adjusted because the original estimate did not cover the full age range or the data source was only representative of rural areas.
FS,Suite of Food Security Indicators,504,Morocco,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,13.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,508,Mozambique,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,508,Mozambique,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,38.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,104,Myanmar,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,104,Myanmar,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,26.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,516,Namibia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,516,Namibia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,18.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,520,Nauru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,520,Nauru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,16.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,524,Nepal,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,12.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,524,Nepal,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,30.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,528,Netherlands (Kingdom of the),6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,528,Netherlands (Kingdom of the),6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,1.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,540,New Caledonia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,540,New Caledonia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,554,New Zealand,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,554,New Zealand,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,558,Nicaragua,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,558,Nicaragua,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,15.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,562,Niger,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,9.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,562,Niger,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,46.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,566,Nigeria,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,566,Nigeria,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,35.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,570,Niue,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,570,Niue,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,807,North Macedonia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,3.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,807,North Macedonia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,4.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,578,Norway,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,578,Norway,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,512,Oman,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,512,Oman,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,12.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,586,Pakistan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,586,Pakistan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,37.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,585,Palau,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,585,Palau,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,7.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,591,Panama,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,1.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,591,Panama,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,15.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,598,Papua New Guinea,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,598,Papua New Guinea,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,50.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,600,Paraguay,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,600,Paraguay,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,4.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,604,Peru,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,0.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,604,Peru,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,11.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,608,Philippines,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,5.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,608,Philippines,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,30.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,616,Poland,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,616,Poland,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,2.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,620,Portugal,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,620,Portugal,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,3.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,630,Puerto Rico,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,630,Puerto Rico,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,634,Qatar,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,634,Qatar,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,5.00,X,Figure from international organizations,"Most recent input data are from before 2000, interpret with caution"
FS,Suite of Food Security Indicators,410,Republic of Korea,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,410,Republic of Korea,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,1.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,498,Republic of Moldova,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,498,Republic of Moldova,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,4.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,642,Romania,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,642,Romania,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,8.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,643,Russian Federation,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,643,Russian Federation,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,646,Rwanda,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,646,Rwanda,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,32.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,659,Saint Kitts and Nevis,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,659,Saint Kitts and Nevis,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,662,Saint Lucia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,662,Saint Lucia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,2.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,670,Saint Vincent and the Grenadines,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,670,Saint Vincent and the Grenadines,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,882,Samoa,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,3.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,882,Samoa,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,6.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,678,Sao Tome and Principe,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2019,2019,2019,%,4.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,678,Sao Tome and Principe,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,2019,2019,%,12.00,X,Figure from international organizations,
